period,topic,in_topic_chart,in_topic_non_chart,not_in_topic_chart,not_in_topic_non_chart,n_in_topic,n_total,observed_chart_rate,expected_chart_rate,rate_difference,chi2,p_value,phi,direction,p_adjusted,significant
2005-2009,64,0,44,1595.0,18648.0,44,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.04707333918023462,0.011650467700836654,underrepresented,0.2684923790280049,False
2005-2009,65,4,30,1591.0,18662.0,34,20287,0.11764705882352941,0.0786217774929758,0.03902528133055361,,0.33841747248162796,0.0037021773051849846,overrepresented,0.8312468137646665,False
2010-2014,0,86,2180,1235.0,17172.0,2266,20673,0.03795233892321271,0.06389977265031684,-0.025947433727104126,,1.4576758956041804e-08,0.03690736649735824,underrepresented,6.734462637691314e-07,True
2010-2014,1,113,589,1208.0,18763.0,702,20673,0.16096866096866097,0.06389977265031684,0.09706888831834413,,4.3947314502039274e-20,0.07386512806564483,overrepresented,5.0759148249855364e-18,True
2010-2014,2,10,204,1311.0,19148.0,214,20673,0.04672897196261682,0.06389977265031684,-0.017170800687700015,,0.3972626790818417,0.006203295023262751,underrepresented,0.8677794692000513,False
2010-2014,3,19,271,1302.0,19081.0,290,20673,0.06551724137931035,0.06389977265031684,0.0016174687289935152,,0.9034963407910694,0.0,overrepresented,1.0,False
2010-2014,4,29,352,1292.0,19000.0,381,20673,0.07611548556430446,0.06389977265031684,0.012215712913987625,,0.3399541563208692,0.0061087205190336535,overrepresented,0.8312468137646665,False
2010-2014,5,36,826,1285.0,18526.0,862,20673,0.04176334106728538,0.06389977265031684,-0.022136431583031455,,0.005412627465988015,0.018385080561362434,underrepresented,0.05495898657772447,False
2010-2014,6,7,170,1314.0,19182.0,177,20673,0.03954802259887006,0.06389977265031684,-0.024351750051446776,,0.21706150311722247,0.008179421013009015,underrepresented,0.6663283351505435,False
2010-2014,7,57,685,1264.0,18667.0,742,20673,0.07681940700808626,0.06389977265031684,0.012919634357769424,,0.1460623701798027,0.00966079854521136,overrepresented,0.5328568328543116,False
2010-2014,8,2,75,1319.0,19277.0,77,20673,0.025974025974025976,0.06389977265031684,-0.03792574667629086,,0.2404501235060128,0.007858115783765421,underrepresented,0.723145078952708,False
2010-2014,9,41,927,1280.0,18425.0,968,20673,0.042355371900826444,0.06389977265031684,-0.02154440074949039,,0.0037482503829944936,0.019056096714604995,underrepresented,0.04074568651631662,True
2010-2014,10,3,111,1318.0,19241.0,114,20673,0.02631578947368421,0.06389977265031684,-0.03758398317663263,,0.12185217524035236,0.010107709697068359,underrepresented,0.4730731509331327,False
2010-2014,11,18,177,1303.0,19175.0,195,20673,0.09230769230769231,0.06389977265031684,0.028407919657375477,,0.10520930367812299,0.010311441048338034,overrepresented,0.43574677994918426,False
2010-2014,12,3,86,1318.0,19266.0,89,20673,0.033707865168539325,0.06389977265031684,-0.03019190748177751,,0.37971180822252976,0.006606841694703621,underrepresented,0.8653965960891365,False
2010-2014,13,13,616,1308.0,18736.0,629,20673,0.02066772655007949,0.06389977265031684,-0.04323204610023734,,4.918848606742514e-07,0.030737485381136364,underrepresented,1.7480831202423394e-05,True
2010-2014,14,8,99,1313.0,19253.0,107,20673,0.07476635514018691,0.06389977265031684,0.010866582489870075,,0.5546673499144359,0.0018266497256162364,overrepresented,1.0,False
2010-2014,15,37,400,1284.0,18952.0,437,20673,0.08466819221967964,0.06389977265031684,0.020768419569362803,,0.07518399052318536,0.011791273841262705,overrepresented,0.35994822405918797,False
2010-2014,16,12,297,1309.0,19055.0,309,20673,0.038834951456310676,0.06389977265031684,-0.02506482119400616,,0.07756823169622036,0.011809147777822708,underrepresented,0.36382256897110465,False
2010-2014,17,14,255,1307.0,19097.0,269,20673,0.05204460966542751,0.06389977265031684,-0.011855162984889325,,0.5293058559638182,0.00469302044637533,underrepresented,1.0,False
2010-2014,18,135,1998,1186.0,17354.0,2133,20673,0.06329113924050633,0.06389977265031684,-0.0006086334098105023,,0.9627090304046733,0.0005189897666894659,underrepresented,1.0,False
2010-2014,19,72,902,1249.0,18450.0,974,20673,0.07392197125256673,0.06389977265031684,0.010022198602249899,,0.20174356581973896,0.008645191647303017,overrepresented,0.6340512068620368,False
2010-2014,20,34,489,1287.0,18863.0,523,20673,0.06500956022944551,0.06389977265031684,0.0011097875791286765,,0.9277323907352562,0.0001012882220387672,overrepresented,1.0,False
2010-2014,21,0,54,1321.0,19298.0,54,20673,0.0,0.06389977265031684,-0.06389977265031684,,0.04871681582907693,0.01143317944861147,underrepresented,0.2728141686428308,False
2010-2014,22,58,754,1263.0,18598.0,812,20673,0.07142857142857142,0.06389977265031684,0.007528798778254589,,0.37919122794499294,0.005715252170853177,overrepresented,0.8653965960891365,False
2010-2014,23,1,51,1320.0,19301.0,52,20673,0.019230769230769232,0.06389977265031684,-0.044669003419547604,,0.2592406567087233,0.007197287287981291,underrepresented,0.7406254827044715,False
2010-2014,24,31,468,1290.0,18884.0,499,20673,0.06212424849699399,0.06389977265031684,-0.001775524153322848,,1.0,0.0004974106292257549,underrepresented,1.0,False
2010-2014,25,20,333,1301.0,19019.0,353,20673,0.056657223796033995,0.06389977265031684,-0.00724254885428284,,0.6606807012237219,0.0031397420162849023,underrepresented,1.0,False
2010-2014,26,47,461,1274.0,18891.0,508,20673,0.09251968503937008,0.06389977265031684,0.028619912389053245,,0.010007613723155924,0.017934602631978123,overrepresented,0.08483518422198233,False
2010-2014,27,7,108,1314.0,19244.0,115,20673,0.06086956521739131,0.06389977265031684,-0.003030207432925529,,1.0,0.0,underrepresented,1.0,False
2010-2014,28,3,71,1318.0,19281.0,74,20673,0.04054054054054054,0.06389977265031684,-0.023359232109776293,,0.6306163314036509,0.004068691891295942,underrepresented,1.0,False
2010-2014,29,2,93,1319.0,19259.0,95,20673,0.021052631578947368,0.06389977265031684,-0.04284714107136947,,0.09271140174253475,0.010441242786765515,underrepresented,0.4034332211074786,False
2010-2014,30,8,116,1313.0,19236.0,124,20673,0.06451612903225806,0.06389977265031684,0.0006163563819412271,,0.8551644243503224,0.0,overrepresented,1.0,False
2010-2014,31,37,422,1284.0,18930.0,459,20673,0.08061002178649238,0.06389977265031684,0.01671024913617554,,0.14678052036685127,0.009624454286389143,overrepresented,0.5328568328543116,False
2010-2014,32,32,263,1289.0,19089.0,295,20673,0.10847457627118644,0.06389977265031684,0.0445748036208696,,0.003631273771530781,0.02109468493407293,overrepresented,0.03994401148683859,True
2010-2014,33,4,76,1317.0,19276.0,80,20673,0.05,0.06389977265031684,-0.013899772650316833,,0.8186865457930161,0.001949498386588563,underrepresented,1.0,False
2010-2014,34,1,19,1320.0,19333.0,20,20673,0.05,0.06389977265031684,-0.013899772650316833,,1.0,0.0,underrepresented,1.0,False
2010-2014,35,48,693,1273.0,18659.0,741,20673,0.06477732793522267,0.06389977265031684,0.0008775552849058371,,0.8785677762089499,0.00015987202584333447,overrepresented,1.0,False
2010-2014,36,6,45,1315.0,19307.0,51,20673,0.11764705882352941,0.06389977265031684,0.053747286173212575,,0.13943995486377214,0.008935156659258406,overrepresented,0.5237500743663637,False
2010-2014,37,1,91,1320.0,19261.0,92,20673,0.010869565217391304,0.06389977265031684,-0.05303020743292553,,0.030607076474145838,0.013011131106860425,underrepresented,0.1991615398740194,False
2010-2014,38,5,55,1316.0,19297.0,60,20673,0.08333333333333333,0.06389977265031684,0.019433560683016493,,0.43416150755350025,0.00244864634823724,overrepresented,0.8954581093290942,False
2010-2014,39,1,126,1320.0,19226.0,127,20673,0.007874015748031496,0.06389977265031684,-0.05602575690228534,,0.005149334746968517,0.016744466472607404,underrepresented,0.053460509058414714,False
2010-2014,40,32,351,1289.0,19001.0,383,20673,0.0835509138381201,0.06389977265031684,0.01965114118780327,,0.1135531399039536,0.010305779081023965,overrepresented,0.4561873968315353,False
2010-2014,41,0,24,1321.0,19328.0,24,20673,0.0,0.06389977265031684,-0.06389977265031684,,0.4002667967867183,0.006003219777690795,underrepresented,0.8687103754545813,False
2010-2014,42,1,36,1320.0,19316.0,37,20673,0.02702702702702703,0.06389977265031684,-0.03687274562328981,,0.7301857697732757,0.004044229871567615,underrepresented,1.0,False
2010-2014,43,3,121,1318.0,19231.0,124,20673,0.024193548387096774,0.06389977265031684,-0.03970622426322006,,0.09299921655399669,0.011330682262637488,underrepresented,0.4034332211074786,False
2010-2014,44,10,18,1311.0,19334.0,28,20673,0.35714285714285715,0.06389977265031684,0.29324308449254033,,4.974172472489798e-06,0.041466989437234064,overrepresented,0.00015848742636484736,True
2010-2014,45,13,155,1308.0,19197.0,168,20673,0.07738095238095238,0.06389977265031684,0.013481179730635548,,0.42895285308004044,0.0038878503040224253,overrepresented,0.8921052990191746,False
2010-2014,46,37,389,1284.0,18963.0,426,20673,0.08685446009389672,0.06389977265031684,0.022954687443579883,,0.05659711525010577,0.012917873075403527,overrepresented,0.30762196759469257,False
2010-2014,47,4,32,1317.0,19320.0,36,20673,0.1111111111111111,0.06389977265031684,0.04721133846079427,,0.2883512869270026,0.005690547539606535,overrepresented,0.7678287870909234,False
2010-2014,48,6,129,1315.0,19223.0,135,20673,0.044444444444444446,0.06389977265031684,-0.01945532820587239,,0.47816400291220085,0.005221584708922141,underrepresented,0.9548658105795663,False
2010-2014,49,3,49,1318.0,19303.0,52,20673,0.057692307692307696,0.06389977265031684,-0.00620746495800914,,1.0,0.0,underrepresented,1.0,False
2010-2014,50,22,422,1299.0,18930.0,444,20673,0.04954954954954955,0.06389977265031684,-0.014350223100767286,,0.23901048734211577,0.008010497170305568,underrepresented,0.7217179421703104,False
2010-2014,51,8,121,1313.0,19231.0,129,20673,0.06201550387596899,0.06389977265031684,-0.0018842687743478442,,1.0,0.0,underrepresented,1.0,False
2010-2014,52,0,0,,,0,20673,0.0,0.06389977265031684,0.0,,1.0,0.0,neutral,1.0,False
2010-2014,53,8,163,1313.0,19189.0,171,20673,0.04678362573099415,0.06389977265031684,-0.017116146919322686,,0.4335050105142463,0.005299536930816402,underrepresented,0.8954581093290942,False
2010-2014,54,2,28,1319.0,19324.0,30,20673,0.06666666666666667,0.06389977265031684,0.00276689401634983,,0.7175148493341931,0.0,overrepresented,1.0,False
2010-2014,55,2,39,1319.0,19313.0,41,20673,0.04878048780487805,0.06389977265031684,-0.015119284845438785,,1.0,0.0005329813270559769,underrepresented,1.0,False
2010-2014,56,0,32,1321.0,19320.0,32,20673,0.0,0.06389977265031684,-0.06389977265031684,,0.26559162796479807,0.007771753680621364,underrepresented,0.7406254827044715,False
2010-2014,57,59,550,1262.0,18802.0,609,20673,0.09688013136288999,0.06389977265031684,0.032980358712573155,,0.0013420739922009105,0.022908475601491306,overrepresented,0.017972121286864366,True
2010-2014,58,8,68,1313.0,19284.0,76,20673,0.10526315789473684,0.06389977265031684,0.04136338524442,,0.15206190361734764,0.008639308237454487,overrepresented,0.5386317658636761,False
2010-2014,59,8,219,1313.0,19133.0,227,20673,0.03524229074889868,0.06389977265031684,-0.028657481901418154,,0.07627397736393451,0.011397327738423831,underrepresented,0.3614213081244897,False
2010-2014,60,10,90,1311.0,19262.0,100,20673,0.1,0.06389977265031684,0.03610022734968317,,0.14727089226176615,0.008865513979121824,overrepresented,0.5328568328543116,False
2010-2014,61,18,90,1303.0,19262.0,108,20673,0.16666666666666666,0.06389977265031684,0.10276689401634982,,0.00016045568553839972,0.02907840872361054,overrepresented,0.0030257357844383948,True
2010-2014,62,1,12,1320.0,19340.0,13,20673,0.07692307692307693,0.06389977265031684,0.013023304272760092,,0.576280297696989,0.0,overrepresented,1.0,False
2010-2014,63,1,73,1320.0,19279.0,74,20673,0.013513513513513514,0.06389977265031684,-0.05038625913680332,,0.09107113641831599,0.010692080474776149,underrepresented,0.40071300024059037,False
2010-2014,64,0,40,1321.0,19312.0,40,20673,0.0,0.06389977265031684,-0.06389977265031684,,0.18061508473319565,0.009253353909242479,underrepresented,0.5855731168192027,False
2010-2014,65,4,93,1317.0,19259.0,97,20673,0.041237113402061855,0.06389977265031684,-0.02266265924825498,,0.5292681495484675,0.0049150913686615005,underrepresented,1.0,False
2015-2019,0,65,1898,1672.0,16614.0,1963,20249,0.033112582781456956,0.08578201392661366,-0.05266943114515671,,2.0789435388992963e-22,0.06132408176611799,underrepresented,3.201573049904916e-20,True
2015-2019,1,55,391,1682.0,18121.0,446,20249,0.12331838565022421,0.08578201392661366,0.037536371723610545,,0.006071084195264072,0.01951474022044796,overrepresented,0.06013912409574275,False
2015-2019,2,5,135,1732.0,18377.0,140,20249,0.03571428571428571,0.08578201392661366,-0.05006772821232795,,0.03258907792966997,0.01385364876073444,underrepresented,0.20767108970355208,False
2015-2019,3,13,288,1724.0,18224.0,301,20249,0.04318936877076412,0.08578201392661366,-0.04259264515584955,,0.006623524265755774,0.017954296549784834,underrepresented,0.06185258094889052,False
2015-2019,4,42,294,1695.0,18218.0,336,20249,0.125,0.08578201392661366,0.039217986073386335,,0.013630564447393249,0.017501039331249343,overrepresented,0.10495534624492803,False
2015-2019,5,548,2080,1189.0,16432.0,2628,20249,0.2085235920852359,0.08578201392661366,0.12274157815862224,,6.613487967671356e-101,0.16900221493623235,overrepresented,3.0554314410641665e-98,True
2015-2019,6,13,175,1724.0,18337.0,188,20249,0.06914893617021277,0.08578201392661366,-0.016633077756400896,,0.5121723746616843,0.00483042048540781,underrepresented,0.9921326502880425,False
2015-2019,7,29,585,1708.0,17927.0,614,20249,0.04723127035830619,0.08578201392661366,-0.038550743568307476,,0.00024152517538134186,0.0238290281394264,underrepresented,0.004375867883379606,True
2015-2019,8,0,66,1737.0,18446.0,66,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.006248294707515185,0.015969731162259915,underrepresented,0.060139836559833654,False
2015-2019,9,36,848,1701.0,17664.0,884,20249,0.04072398190045249,0.08578201392661366,-0.045058032026161175,,1.0762173049335619e-07,0.03394536023147022,underrepresented,4.52011268072096e-06,True
2015-2019,10,4,107,1733.0,18405.0,111,20249,0.036036036036036036,0.08578201392661366,-0.04974597789057763,,0.06086402859249452,0.011994083327012005,underrepresented,0.3195361501105962,False
2015-2019,11,12,187,1725.0,18325.0,199,20249,0.06030150753768844,0.08578201392661366,-0.025480506388925225,,0.2505706131669736,0.008170873043950201,underrepresented,0.7346766388006445,False
2015-2019,12,2,44,1735.0,18468.0,46,20249,0.043478260869565216,0.08578201392661366,-0.04230375305704845,,0.4314905630846576,0.0053561191342508556,underrepresented,0.8939400903368243,False
2015-2019,13,8,525,1729.0,17987.0,533,20249,0.0150093808630394,0.08578201392661366,-0.07077263306357426,,1.9624711967885106e-12,0.04100166745487206,underrepresented,1.511102821527153e-10,True
2015-2019,14,5,96,1732.0,18416.0,101,20249,0.04950495049504951,0.08578201392661366,-0.03627706343156416,,0.2813059599895359,0.007920170658156037,underrepresented,0.7534107450154527,False
2015-2019,15,28,356,1709.0,18156.0,384,20249,0.07291666666666667,0.08578201392661366,-0.012865347259946994,,0.4079033186029675,0.0057408839280899855,underrepresented,0.8704449570188038,False
2015-2019,16,13,215,1724.0,18297.0,228,20249,0.05701754385964912,0.08578201392661366,-0.028764470066964545,,0.15174633606289772,0.010125521734228336,underrepresented,0.5386317658636761,False
2015-2019,17,11,251,1726.0,18261.0,262,20249,0.04198473282442748,0.08578201392661366,-0.043797281102186184,,0.00753211566641325,0.017125869544172712,underrepresented,0.06823210662515533,False
2015-2019,18,122,1777,1615.0,16735.0,1899,20249,0.06424433912585571,0.08578201392661366,-0.021537674800757953,,0.00029591477785788454,0.024438712740585535,underrepresented,0.00525817797578241,True
2015-2019,19,55,880,1682.0,17632.0,935,20249,0.058823529411764705,0.08578201392661366,-0.02695848451484896,,0.001851286473702227,0.020760639907776483,underrepresented,0.02343272194110764,True
2015-2019,20,93,630,1644.0,17882.0,723,20249,0.12863070539419086,0.08578201392661366,0.042848691467577193,,8.05784907066475e-05,0.0289674675051174,overrepresented,0.001731500590998658,True
2015-2019,21,0,37,1737.0,18475.0,37,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.07163139065560907,0.011041352133099962,underrepresented,0.35283542642363347,False
2015-2019,22,44,584,1693.0,17928.0,628,20249,0.07006369426751592,0.08578201392661366,-0.015718319659097743,,0.16875226404521498,0.009532951902650265,underrepresented,0.5694953338209776,False
2015-2019,23,0,47,1737.0,18465.0,47,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.03171996292061604,0.012942596572450471,underrepresented,0.20353642874061958,False
2015-2019,24,40,417,1697.0,18095.0,457,20249,0.087527352297593,0.08578201392661366,0.0017453383709793296,,0.8658405790404764,0.00035337485206962335,overrepresented,1.0,False
2015-2019,25,8,293,1729.0,18219.0,301,20249,0.026578073089700997,0.08578201392661366,-0.05920394083691267,,4.2261635188776056e-05,0.02524071447131607,underrepresented,0.0010012756644725404,True
2015-2019,26,29,373,1708.0,18139.0,402,20249,0.07213930348258707,0.08578201392661366,-0.013642710444026596,,0.3682278384366593,0.006301250971410756,underrepresented,0.8560663916274084,False
2015-2019,27,11,141,1726.0,18371.0,152,20249,0.07236842105263158,0.08578201392661366,-0.013413592873982083,,0.6630049688945373,0.003144057119565213,underrepresented,1.0,False
2015-2019,28,2,66,1735.0,18446.0,68,20249,0.029411764705882353,0.08578201392661366,-0.05637024922073131,,0.1250082437325386,0.010160371141288085,underrepresented,0.48128173837027366,False
2015-2019,29,3,101,1734.0,18411.0,104,20249,0.028846153846153848,0.08578201392661366,-0.05693586008045982,,0.03391754448567379,0.013374652115816281,underrepresented,0.21175548043758502,False
2015-2019,30,10,118,1727.0,18394.0,128,20249,0.078125,0.08578201392661366,-0.007657013926613665,,0.8747491979317779,0.0010682599217330898,underrepresented,1.0,False
2015-2019,31,39,407,1698.0,18105.0,446,20249,0.08744394618834081,0.08578201392661366,0.0016619322617271448,,0.8643234947064847,0.0002898415281693948,overrepresented,1.0,False
2015-2019,32,20,227,1717.0,18285.0,247,20249,0.08097165991902834,0.08578201392661366,-0.004810354007585324,,0.9088832545103437,0.001105553138399362,underrepresented,1.0,False
2015-2019,33,1,58,1736.0,18454.0,59,20249,0.01694915254237288,0.08578201392661366,-0.06883286138424079,,0.06015593766790962,0.011651229018226865,underrepresented,0.31920669040376237,False
2015-2019,34,1,17,1736.0,18495.0,18,20249,0.05555555555555555,0.08578201392661366,-0.030226458371058113,,1.0,0.00026081749362710587,underrepresented,1.0,False
2015-2019,35,32,611,1705.0,17901.0,643,20249,0.049766718506998445,0.08578201392661366,-0.03601529541961522,,0.0005598711671746408,0.02278743399482588,underrepresented,0.008942682495412753,True
2015-2019,36,4,58,1733.0,18454.0,62,20249,0.06451612903225806,0.08578201392661366,-0.021265884894355602,,0.8186970567690213,0.002612497697407536,underrepresented,1.0,False
2015-2019,37,1,88,1736.0,18424.0,89,20249,0.011235955056179775,0.08578201392661366,-0.07454605887043389,,0.006627062244523984,0.016353959939859986,underrepresented,0.06185258094889052,False
2015-2019,38,2,50,1735.0,18462.0,52,20249,0.038461538461538464,0.08578201392661366,-0.0473204754650752,,0.3199318254783561,0.006831801368981348,underrepresented,0.8076967397322432,False
2015-2019,39,6,78,1731.0,18434.0,84,20249,0.07142857142857142,0.08578201392661366,-0.01435344249804224,,0.8445767230293098,0.001936206601628913,underrepresented,1.0,False
2015-2019,40,9,321,1728.0,18191.0,330,20249,0.02727272727272727,0.08578201392661366,-0.0585092866538864,,2.4675583595681776e-05,0.02619572196595125,underrepresented,0.0006162226822272963,True
2015-2019,41,0,18,1737.0,18494.0,18,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.3955706386546395,0.006178233099739431,underrepresented,0.8677794692000513,False
2015-2019,42,1,41,1736.0,18471.0,42,20249,0.023809523809523808,0.08578201392661366,-0.06197249011708986,,0.2611919278902126,0.008150957165505459,underrepresented,0.7406254827044715,False
2015-2019,43,4,113,1733.0,18399.0,117,20249,0.03418803418803419,0.08578201392661366,-0.051593979738579474,,0.045464687436223186,0.012881770870096142,underrepresented,0.2625585699441889,False
2015-2019,44,38,38,1699.0,18474.0,76,20249,0.5,0.08578201392661366,0.41421798607338634,,5.4392800608528274e-21,0.08934583685556137,overrepresented,7.179849680325732e-19,True
2015-2019,45,9,135,1728.0,18377.0,144,20249,0.0625,0.08578201392661366,-0.023282013926613665,,0.37200859763863525,0.005986680990764096,underrepresented,0.8614935945315764,False
2015-2019,46,40,302,1697.0,18210.0,342,20249,0.11695906432748537,0.08578201392661366,0.03117705040087171,,0.04094956925709562,0.01390797134791301,overrepresented,0.24569741554257374,False
2015-2019,47,32,8,1705.0,18504.0,40,20249,0.8,0.08578201392661366,0.7142179860733864,,2.2086195266247794e-27,0.11148005963255155,overrepresented,5.101911106503241e-25,True
2015-2019,48,1,115,1736.0,18397.0,116,20249,0.008620689655172414,0.08578201392661366,-0.07716132427144125,,0.0006675459133458591,0.019746364216921223,underrepresented,0.010280207065526232,True
2015-2019,49,1,54,1736.0,18458.0,55,20249,0.01818181818181818,0.08578201392661366,-0.06760019574479548,,0.08734284640796887,0.010903651754275408,underrepresented,0.39221824798782,False
2015-2019,50,20,369,1717.0,18143.0,389,20249,0.05141388174807198,0.08578201392661366,-0.034368132178541684,,0.013200763301489182,0.01653347881472849,underrepresented,0.10495534624492803,False
2015-2019,51,15,120,1722.0,18392.0,135,20249,0.1111111111111111,0.08578201392661366,0.02532909718449744,,0.27980322235317445,0.0063264296062350055,overrepresented,0.7534107450154527,False
2015-2019,52,0,0,,,0,20249,0.0,0.08578201392661366,0.0,,1.0,0.0,neutral,1.0,False
2015-2019,53,14,105,1723.0,18407.0,119,20249,0.11764705882352941,0.08578201392661366,0.031865044896915745,,0.24687397279793552,0.007595101611015785,overrepresented,0.730900127329502,False
2015-2019,54,1,32,1736.0,18480.0,33,20249,0.030303030303030304,0.08578201392661366,-0.05547898362358336,,0.3605544974366882,0.005818182184564856,underrepresented,0.8560663916274084,False
2015-2019,55,2,23,1735.0,18489.0,25,20249,0.08,0.08578201392661366,-0.005782013926613663,,1.0,0.0,underrepresented,1.0,False
2015-2019,56,0,14,1737.0,18498.0,14,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.6256368957529942,0.004702700273402407,underrepresented,1.0,False
2015-2019,57,67,481,1670.0,18031.0,548,20249,0.12226277372262774,0.08578201392661366,0.036480759796014076,,0.003186974374711056,0.021182971196128043,overrepresented,0.03629451818544175,True
2015-2019,58,3,41,1734.0,18471.0,44,20249,0.06818181818181818,0.08578201392661366,-0.017600195744795488,,1.0,0.0010392474630946278,underrepresented,1.0,False
2015-2019,59,11,175,1726.0,18337.0,186,20249,0.05913978494623656,0.08578201392661366,-0.026642228980377103,,0.2353563388952633,0.008235967295580272,underrepresented,0.713013957833519,False
2015-2019,60,5,83,1732.0,18429.0,88,20249,0.056818181818181816,0.08578201392661366,-0.02896383210843185,,0.4443644138450059,0.005492661639273265,underrepresented,0.9124282630950789,False
2015-2019,61,46,167,1691.0,18345.0,213,20249,0.215962441314554,0.08578201392661366,0.13018042738794033,,3.852911405561015e-09,0.047065676359051505,overrepresented,1.9778278548546545e-07,True
2015-2019,62,0,15,1737.0,18497.0,15,20249,0.0,0.08578201392661366,-0.08578201392661366,,0.6333081083625245,0.005099367650484932,underrepresented,1.0,False
2015-2019,63,3,85,1734.0,18427.0,88,20249,0.03409090909090909,0.08578201392661366,-0.05169110483570458,,0.08641176004090842,0.010854449475492004,underrepresented,0.39139444253823225,False
2015-2019,64,1,34,1736.0,18478.0,35,20249,0.02857142857142857,0.08578201392661366,-0.0572105853551851,,0.3625286639861953,0.006378137700958366,underrepresented,0.8560663916274084,False
2015-2019,65,2,24,1735.0,18488.0,26,20249,0.07692307692307693,0.08578201392661366,-0.008858937003536738,,1.0,0.0,underrepresented,1.0,False
2020-2024,0,118,1926,1724.0,15700.0,2044,19468,0.057729941291585124,0.09461680706800904,-0.036886865776423916,,2.331822179561131e-10,0.04287935645212739,underrepresented,1.3688521069091396e-08,True
2020-2024,1,37,292,1805.0,17334.0,329,19468,0.11246200607902736,0.09461680706800904,0.017845199011018317,,0.2546467453708313,0.0073131237492022085,overrepresented,0.7346766388006445,False
2020-2024,2,17,152,1825.0,17474.0,169,19468,0.10059171597633136,0.09461680706800904,0.005974908908322321,,0.791213384877949,0.0009643935662490842,overrepresented,1.0,False
2020-2024,3,22,349,1820.0,17277.0,371,19468,0.05929919137466307,0.09461680706800904,-0.03531761569334597,,0.019382810155708637,0.016177014613995965,underrepresented,0.1367153937700365,False
2020-2024,4,38,261,1804.0,17365.0,299,19468,0.12709030100334448,0.09461680706800904,0.03247349393533544,,0.05818306921400798,0.013143284026840956,overrepresented,0.31387208796275895,False
2020-2024,5,677,2102,1165.0,15524.0,2779,19468,0.2436128103634401,0.09461680706800904,0.14899600329543106,,1.3484326462546897e-144,0.20748113996948594,overrepresented,1.2459517651393333e-141,True
2020-2024,6,15,142,1827.0,17484.0,157,19468,0.09554140127388536,0.09461680706800904,0.0009245942058763168,,0.8915861528008715,0.0,overrepresented,1.0,False
2020-2024,7,17,584,1825.0,17042.0,601,19468,0.028286189683860232,0.09461680706800904,-0.0663306173841488,,1.6372716267286913e-10,0.03994090844886164,underrepresented,1.0805992736409362e-08,True
2020-2024,8,1,30,1841.0,17596.0,31,19468,0.03225806451612903,0.09461680706800904,-0.06235874255188001,,0.3587897925154161,0.006307932584567591,underrepresented,0.8560663916274084,False
2020-2024,9,38,766,1804.0,16860.0,804,19468,0.0472636815920398,0.09461680706800904,-0.04735312547596924,,5.223664320346939e-07,0.03313847823660935,underrepresented,1.7876540118520635e-05,True
2020-2024,10,1,68,1841.0,17558.0,69,19468,0.014492753623188406,0.09461680706800904,-0.08012405344482064,,0.020364055747405345,0.01485008824189239,underrepresented,0.1404208023179294,False
2020-2024,11,14,134,1828.0,17492.0,148,19468,0.0945945945945946,0.09461680706800904,-2.2212473414440215e-05,,1.0,0.0,underrepresented,1.0,False
2020-2024,12,0,46,1842.0,17580.0,46,19468,0.0,0.09461680706800904,-0.09461680706800904,,0.019904322071478596,0.013925220972090166,underrepresented,0.1382826586018513,False
2020-2024,13,6,435,1836.0,17191.0,441,19468,0.013605442176870748,0.09461680706800904,-0.08101136489113829,,1.5067255601058055e-12,0.04154881726550491,underrepresented,1.2656494704888766e-10,True
2020-2024,14,8,103,1834.0,17523.0,111,19468,0.07207207207207207,0.09461680706800904,-0.02254473499593697,,0.5157333709685943,0.00466749851155955,underrepresented,0.9948593627870169,False
2020-2024,15,9,380,1833.0,17246.0,389,19468,0.02313624678663239,0.09461680706800904,-0.07148056028137664,,2.1603999897643704e-08,0.03424554925040521,underrepresented,9.50575995496323e-07,True
2020-2024,16,11,217,1831.0,17409.0,228,19468,0.04824561403508772,0.09461680706800904,-0.04637119303292132,,0.012155228998759355,0.016431327518606823,underrepresented,0.09939319995445703,False
2020-2024,17,5,181,1837.0,17445.0,186,19468,0.026881720430107527,0.09461680706800904,-0.06773508663790151,,0.0005613372129155191,0.021827639670381253,underrepresented,0.008942682495412753,True
2020-2024,18,162,1779,1680.0,15847.0,1941,19468,0.08346213292117466,0.09461680706800904,-0.011154674146834381,,0.07884243193206525,0.012389921504329856,underrepresented,0.36637996968520825,False
2020-2024,19,33,758,1809.0,16868.0,791,19468,0.041719342604298354,0.09461680706800904,-0.052897464463710686,,1.3146568312050547e-08,0.036749227462356746,underrepresented,6.393383747544582e-07,True
2020-2024,20,44,317,1798.0,17309.0,361,19468,0.12188365650969529,0.09461680706800904,0.027266849441686253,,0.08381494482364785,0.01215490587751925,overrepresented,0.3833911337477753,False
2020-2024,21,0,32,1842.0,17594.0,32,19468,0.0,0.09461680706800904,-0.09461680706800904,,0.06884920650797124,0.010950986280030174,underrepresented,0.3495421253481617,False
